 year ,Season_week,REGION,salesChannel,Category ,ProdUct,Package-Type,diet label,unitPrice_usd,Calories(kcal),sugar_g ,Spice Index,DiscountRate ,Units Sold,DemandSEGMENT 
2022,3,Central,Supermarket,Beverage,Hot Chocolate,Bottle,Regular,NA,227.9,30.7,1.5,11.7%,74,High
2025,10,East,Supermarket,Beverage,Espresso,Can,Regular,2.89,5.0,0.0,1.0,13.3%,35,Medium
2022,10,West,Supermarket,Food,Lentil Soup,Cup,Regular,4.56,250.5,5.4,5.3,15.9%,40,Medium
2025,12,East,Online,Food,Winter Salad,Box,Regular,6.28,203.6,7.5,1.7,20.2%,25,Medium
2022,3,West,Supermarket,Food,Lentil Soup,Bowl, Low-Sugar,5.09,235.6,0.2,4.4,11.0%,35,Medium
2023,10,Central,Online,Food,Lentil Soup,Can,Low-Sugar,5.06,242.0,0.0,4.3,18.5%,31,Medium
2025,13,North,Online,Food,Creamy Porridge,Bag,Gluten-Free,4.26,320.3,9.7,1.3,18.9%,49,High 
2022,10,North,Online,Beverage ,Chai Tea,Box,Vegan,3.67,122.5,15.1,7.9,19.2%,40,Medium
2023,3,East,Supermarket,Beverage*,Chai Tea,Box,Regular,3.51,143.5,10.5,7.1,12.3%,66,High
2023,11,East,*Convenience,Food,Winter Salad,Cup,Regular,5.76,184.9,4.4,0.5,11.4%,23,Low
2023,2,East,Supermarket,Food,Beef Stew,Cup,Regular,8.95,492.0,4.3,2.2,11.1%,4,Low
2024,8,North,Cafe,Food,Creamy Porridge,Bowl,Regular,6.15,314.5,10.1,1.8,8.7%,13,Low
2025,7,East,Cafe,Beverage,Sahlep,Can,Regular,5.98,279.2,27.1,2.5,8.3%,17,Low
2025,7,East,Supermarket,Beverage,Spiced Latte,Bowl,Regular,6.26,212.3,14.9,3.8,13.1%,41,Medium
2023,7,East,Convenience,Food,Cinnamon Cookies,Box,Regular,4.51,420.6,37.2,2.9,9.3%,29,Medium
2024,1,West,Cafe,Beverage,Hot Chocolate,Cup,Regular,5.49,244.7,24.6,1.8,5.5%,10,Low
2023,7,West,Supermarket,Beverage,Spiced Latte,Cup,Regular,4.12,234.1,13.5,5.2,12.9%,33,Medium
2023,13,NA,Online,Beverage,Chai Tea,Can,Regular,2.89,118.8,13.9,6.8,18.2%,43,High
2022,6,West,Online,Beverage,Ginger Tea,Cup,Regular,1.55,28.8,3.5,5.1,17.7%,98,High
2025,4,West,Wholesale,Beverage,Matcha Latte,Bowl,Dairy-Free,6.25,184.8,12.8,2.4,19.9%,35,Medium
2025,13,East,Convenience,FOOD,Cinnamon Cookies,Box,Regular,5.47,428.7,31.8,2.3,12.5%,17,Low
2025,2,West,Wholesale,Food,Lentil Soup,Can,Vegan,5.48,260.5,3.4,3.7,19.3%,43,High
2024,7,North#,Convenience,Beverage,Apple Cider,Bowl,Gluten-Free,4.8,209.6,19.7,3.4,8.3%,18,Low
2024,7,South,ONLINE,Food,Lentil Soup,Can,Regular,4.82,271.1,5.0,4.8,18.6%,109,High
2024,7,East,Convenience,Beverage,Hot Chocolate,Bowl,Regular,4.96,260.4,27.3,1.8,9.3%,41,Medium
2024,12,Central,Supermarket,*Food,Stuffed Pastry,Cup,Regular,6.68,464.5,8.4,3.0,15.9%,17,Low
2023,6,West,Convenience,Food,Lentil Soup,Box,Regular,5.97,242.1,3.6,5.2,9.2%,16,Low
2022,13,North,Online,Food,Lentil Soup,Bowl,Regular,5.15,254.3,1.9,3.5,18.2%,9,Low
2022,1,East,Supermarket,Beverage,Chai Tea,Cup,Low-Sugar,3.6,141.6,4.0,4.5,10.7%,48,high
2025,10,South,Cafe,Food,Pumpkin Soup,Bowl,Dairy-Free,8.57,218.5,7.9,4.2,12.5%,13,Low
2023,8,West,Convenience,Food,Creamy Porridge,Box,Regular,4.7,317.3,7.2,1.2,10.4%,22,Low
2025,4,Centrall,Cafe,Food,Creamy Porridge,Cup,Regular,5.86,306.1,7.0,0.8,7.1%,18,Low
2022,3,East,Supermarket,BEVERAGE,Ginger Tea,Box,Regular,2.3,28.3,7.2,5.1,11.4%,44,High
2024,10,East,Supermarket,Beverage,spiced latte,Bag,Gluten-Free,4.62,206.8,13.7,4.5,17.3%,64,High
2022,9,South,Wholesale,Food,Pumpkin Soup,Box,Regular,4.47,233.0,12.1,4.4,19.2%,51,High
2023,8,East,Supermarket,Beverage,Apple Cider,Bottle,Regular,3.52,NA,22.4,3.9,14.2%,63,High
2022,1,Central,Supermarket,Food,Pumpkin Soup,Bowl,Gluten-Free,5.79,201.9,8.7,4.4,10.3%,14,Low
2022,8,West,Supermarket,Beverage,Matcha Latte,Bag,Regular,4.47,193.7,11.7,2.3,10.8%,45,High
2025,13,East,Supermarket,Food,Lentil Soup,Bowl,Regular,6.35,248.3,5.7,3.8,15.3%,22,Low
2023,1,South,Supermarket, Beverage,Apple Cider,Cup,Regular,3.12,168.4,22.0,3.5,10.7%,52,high
2024,7,North,Supermarket,Beverage,Hot Chocolate,Cup,Regular,4.85,236.5,26.5,2.4,12.5%,30,Medium
2023,7,North,Convenience,Beverage,Ginger Tea,Box,Regular,2.25,63.2,6.4,6.1,11.1%,39,Medium
2023,12,North,Convenience,Food,Cinnamon Cookies,Bottle,Regular,4.27,412.5,28.3,3.3,14.8%,21,Low
2024,4,South,Wholesale,Beverage,Spiced Latte,Cup,Regular,4.48,213.2,14.4,4.6,19.8%,100,High
2022,7,Central,Supermarket,Beverage,Matcha Latte,Bottle,Low-Sugar,5.64,176.5,5.2,2.1,13.4%,70,High
2025,10,East,Supermarket,Food,Pumpkin Soup,Box,Regular,6.15,204.3,9.8,3.9,12.0%,27,Medium
2025,1,South,Cafe,Beverage,Hot Chocolate,Can,Low-Sugar,5.5,219.5,15.4,1.7,5.4%,8,Low
2024,11,North,Convenience,Beverage,Sahlep,Box,Regular,4.99,275.2,26.3,1.7,13.6%,12,Low
2023,11,South,Supermarket,Food,Roasted Chestnuts,Box,Gluten-Free,4.89,330.8,4.8,0.6,15.2%,39,Medium
2022,10,West,Cafe,Beverage,Espresso,Bag,Regular,2.78,5.0,1.5,1.0,10.2%,27,Medium
2025,9,South,Cafe,Food,Winter Salad,NA,Gluten-Free,7.66,200.0,5.6,1.5,9.3%,31,Medium
2023,10,West,Cafe,Beverage,Espresso,Cup,Regular,3.28,5.0,0.0,2.1,13.0%,26,Medium
2022,11,West,Cafe,Food,Lentil Soup,Bowl,Regular,6.0,270.2,4.8,3.1,9.3%,39,Medium
2023,12,North,Online,Food,CINNAMON COOKIES, Cup,Regular,3.2,425.7,31.9,2.2,22.5%,88,High
2025,6,West,Supermarket,Beverage,Chai Tea,Bag,Regular,3.25,114.9,12.6,6.2,12.9%,51,High
2024,6,Central,Supermarket,Beverage,Herbal Tea,Cup,Dairy-Free,2.68,18.9,1.0,1.6,14.3%,78,High
2025,9,East,Online,Beverage,Apple Cider,Bowl,Dairy-Free,4.8,128.2,20.0,3.4,16.5%,46,High
2025,3,#North,Convenience,Beverage,Ginger Tea,box,Gluten-Free,3.32,46.3,5.5,5.2,8.5%,26,Medium
2022,12,Central,Cafe,Food,Roasted Chestnuts,Cup,Regular,5.28,330.9,6.1,0.2,9.8%,25,Medium
2025,11,Central,Online,Food,Baked Potato,Box,Low-Sugar,7.09,377.4,0.0,2.6,19.3%,20,Low
2023,9,East,Convenience,Food,Beef Stew,Cup,Vegan,10.6,481.1,3.0,3.1,12.8%,8,Low
2024,4,East,Cafe,Beverage,Matcha Latte,Bottle,Regular,7.28,182.2,12.2,1.5,7.1%,15,Low
2022,5,North,Cafe,Beverage,Herbal Tea,Can,Regular,2.16,26.7,0.0,0.8,8.2%,24,Medium
2025,6,West,Supermarket,Beverage,Hot Chocolate,Bottle,Regular,4.81,225.5,27.5,NA,12.2%,43,High
2023,9,East,Convenience,Beverage,Herbal Tea,Bowl,Regular,2.1,5.0,2.6,0.3,10.0%,33,Medium
2025,11,North,Convenience,Food,Cinnamon Cookies,Cup,Gluten-Free,5.13,431.5,32.4,1.2,12.8%,25,Medium
2023,3,West,Cafe,Beverage,Mulled Wine,Bowl,Regular,8.16,210.6,14.2,5.5,6.9%,12,Low
2025,3,North,Supermarket@,Beverage,Herbal Tea,Cup,Regular,2.84,5.0,1.2,0.4,10.5%,38,Medium
2024,8,South,Cafe,Food,Creamy Porridge,Bottle,Regular,5.7,276.6,12.1,1.3,9.1%,35,Medium
2024,3,South,Online,Beverage,Mulled Wine,Cup,Regular,6.74,214.8,17.4,6.3,15.3%,15,Low
2024,4,West,Convenience,Food,Baked Potato@,Bowl,Regular,6.75,387.3,2.4,2.0,9.0%,7,Low
2022,10,South,Supermarket,Beverage,Hot Chocolate,Cup,Regular,3.45,261.1,27.8,2.2,15.8%,101,High
2024,2,West,Online,Beverage,Apple Cider,Box,Low-Sugar,3.39,131.6,11.2,2.0,15.6%,50,High
2024,9,North,Cafe,Beverage,Espresso,Can,Low-Sugar,3.26,8.2,3.6,0.5,9.0%,25,Medium
2025,3,West,Wholesale,Beverage,*Espresso,Box,Gluten-Free,3.22,5.0,0.1,1.2,19.1%,69,High
2023,8,South,Convenience,Food,Stuffed Pastry,Cup,Regular,6.18,482.0,5.9,2.1,10.7%,7,Low
2025,13,South,Supermarket,Beverage,Mulled Wine,Cup,Regular,7.63,199.5,15.8,5.4,17.0%,11,Low
2023,9,West,Cafe,Food,Roasted Chestnuts,Bowl,Regular,6.99,363.7,5.8,2.7,9.4%,18,Low
2022,13,South,Online,Food,Gingerbread,Cup,Regular,3.9,394.5,30.9,4.9,20.8%,37,Medium
2025,13,West,cafe,Food,Roasted Chestnuts,Box,Regular,7.46,340.2,9.1,1.5,11.2%,11,Low
